customer_id,variable,mean_attribution,mean_abs_attribution
cust_0000,rep_visits,213.58357465252382,213.58357465252382
cust_0000,dtc_advertising,64.46582831437706,64.46582831437706
cust_0000,samples,135.27244427019716,135.27244427019716
cust_0000,peer_programs,15.045480876326874,15.045480876326874
cust_0000,digital_impressions,3.3930483495894026,3.3930483495894026
cust_0000,conference,0.0,0.0
cust_0000,market_index,0.0,0.0
cust_0000,seasonality,0.0,0.0
cust_0000,specialty,15.398895008060862,15.398895008060862
cust_0001,rep_visits,25.623949298647915,25.623949298647915
cust_0001,dtc_advertising,14.075239675853773,14.075239675853773
cust_0001,samples,37.10782227657221,37.10782227657221
cust_0001,peer_programs,5.265389129069238,5.265389129069238
cust_0001,digital_impressions,1.5350810544699962,1.5350810544699962
cust_0001,conference,0.0,0.0
cust_0001,market_index,0.0,0.0
cust_0001,seasonality,0.0,0.0
cust_0001,specialty,5.599660456193963,5.599660456193963
cust_0002,rep_visits,152.9390669918256,152.9390669918256
cust_0002,dtc_advertising,56.162296047994346,56.162296047994346
cust_0002,samples,98.66066401788818,98.66066401788818
cust_0002,peer_programs,17.05932717792814,17.05932717792814
cust_0002,digital_impressions,2.6516402779336916,2.6516402779336916
cust_0002,conference,0.0,0.0
cust_0002,market_index,0.0,0.0
cust_0002,seasonality,0.0,0.0
cust_0002,specialty,7.8266676340688655,7.8266676340688655
cust_0003,rep_visits,222.85749826908983,222.85749826908983
cust_0003,dtc_advertising,98.6953339889251,98.6953339889251
cust_0003,samples,186.35403252511577,186.35403252511577
cust_0003,peer_programs,21.24579667292015,21.24579667292015
cust_0003,digital_impressions,4.536442712252213,4.536442712252213
cust_0003,conference,0.0,0.0
cust_0003,market_index,0.0,0.0
cust_0003,seasonality,0.0,0.0
cust_0003,specialty,20.29506516458651,20.29506516458651
cust_0004,rep_visits,24.823407528654897,24.823407528654897
cust_0004,dtc_advertising,12.534841969273316,12.534841969273316
cust_0004,samples,22.322316895757663,22.322316895757663
cust_0004,peer_programs,4.259646621745709,4.259646621745709
cust_0004,digital_impressions,0.9822229162764133,0.9822229162764133
cust_0004,conference,0.0,0.0
cust_0004,market_index,0.0,0.0
cust_0004,seasonality,0.0,0.0
cust_0004,specialty,2.545791479295607,2.545791479295607
cust_0005,rep_visits,124.54408751506081,124.54408751506081
cust_0005,dtc_advertising,87.05613472806226,87.05613472806226
cust_0005,samples,61.38711002717256,61.38711002717256
cust_0005,peer_programs,14.43692914361511,14.43692914361511
cust_0005,digital_impressions,3.508245054480653,3.508245054480653
cust_0005,conference,0.0,0.0
cust_0005,market_index,0.0,0.0
cust_0005,seasonality,0.0,0.0
cust_0005,specialty,6.212749450018371,6.212749450018371
cust_0006,rep_visits,201.51008925350143,201.51008925350143
cust_0006,dtc_advertising,89.16436578273232,89.16436578273232
cust_0006,samples,173.62323956099578,173.62323956099578
cust_0006,peer_programs,23.70748101368004,23.70748101368004
cust_0006,digital_impressions,4.086674373716275,4.086674373716275
cust_0006,conference,0.0,0.0
cust_0006,market_index,0.0,0.0
cust_0006,seasonality,0.0,0.0
cust_0006,specialty,19.6734132742279,19.6734132742279
cust_0007,rep_visits,116.36200970722024,116.36200970722024
cust_0007,dtc_advertising,43.24931104635415,43.24931104635415
cust_0007,samples,113.21649013719488,113.21649013719488
cust_0007,peer_programs,16.84181589181072,16.84181589181072
cust_0007,digital_impressions,2.792792667549119,2.792792667549119
cust_0007,conference,0.0,0.0
cust_0007,market_index,0.0,0.0
cust_0007,seasonality,0.0,0.0
cust_0007,specialty,12.750879862760787,12.750879862760787
cust_0008,rep_visits,237.42414166688226,237.42414166688226
cust_0008,dtc_advertising,52.094705833837374,52.094705833837374
cust_0008,samples,138.34005223030192,138.34005223030192
cust_0008,peer_programs,17.890853150532642,17.890853150532642
cust_0008,digital_impressions,4.605892933213134,4.605892933213134
cust_0008,conference,0.0,0.0
cust_0008,market_index,0.0,0.0
cust_0008,seasonality,0.0,0.0
cust_0008,specialty,13.924855003711661,13.924855003711661
cust_0009,rep_visits,37.285624279284654,37.285624279284654
cust_0009,dtc_advertising,20.847925092280946,20.847925092280946
cust_0009,samples,35.104673293343986,35.104673293343986
cust_0009,peer_programs,4.473953155614868,4.473953155614868
cust_0009,digital_impressions,1.2405078103271037,1.2405078103271037
cust_0009,conference,0.0,0.0
cust_0009,market_index,0.0,0.0
cust_0009,seasonality,0.0,0.0
cust_0009,specialty,5.782088742390507,5.782088742390507
cust_0010,rep_visits,98.03379074499819,98.03379074499819
cust_0010,dtc_advertising,21.54166066374862,21.54166066374862
cust_0010,samples,92.23395412426345,92.23395412426345
cust_0010,peer_programs,5.830603374118376,5.830603374118376
cust_0010,digital_impressions,1.6027816010878813,1.6027816010878813
cust_0010,conference,0.0,0.0
cust_0010,market_index,0.0,0.0
cust_0010,seasonality,0.0,0.0
cust_0010,specialty,8.139386022818739,8.139386022818739
cust_0011,rep_visits,96.54753668549769,96.54753668549769
